address,price,squarefootage,numbed,numbath,image-src,city,state,zipcode,population,MedianAge, MedianHouseholdIncome ,UnemploymentRate,PropertyCrimeIndex,PopulationGrowthRate,BachelorDegree,airquality,TotalHousingUnits,OwnerOccupiedHUs,Latitude,Longitude,Type,id
"7145 S Polo Ridge Dr,","$2,200,000 ","7,330",5,8,https://photos.zillowstatic.com/p_e/IS33f4oc9khint1000000000.jpg,Littleton,CO,80128,"35,835",42,"$100,542 ",5.80%,38,0.61%,"8,440",46,"14,119","11,296",39.585666,-105.047492,Homes,188
"7551 Polo Ridge Dr,","$1,890,000 ","6,821",5,5,https://photos.zillowstatic.com/p_e/ISb95f9zu7i6150000000000.jpg,Littleton,CO,80128,"35,835",42,"$100,542 ",5.80%,38,0.61%,"8,440",46,"14,119","11,296",39.580009,-105.04207,Homes,189
"4431 W Caspian Cir,","$4,500,000 ","12,478",6,9,https://photos.zillowstatic.com/p_e/ISb1b6wok1sako0000000000.jpg,Littleton,CO,80128,"35,835",42,"$100,542 ",5.80%,38,0.61%,"8,440",46,"14,119","11,296",39.585911,-105.044778,Homes,190
"6990 S Polo Ridge Dr,","$3,350,000 ","11,731",5,8,https://photos.zillowstatic.com/p_e/IS7emw48excsuk1000000000.jpg,Littleton,CO,80128,"35,835",42,"$100,542 ",5.80%,38,0.61%,"8,440",46,"14,119","11,296",39.587657,-105.044897,Homes,191
"1059 Lamplighter Rd,","$594,500 ","3,419",4,6,https://photos.zillowstatic.com/cc_ft_960/ISrxmdo4mje5ce0000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.821933,-73.875086,Homes,192
"2500 Troy Schenectady Rd,","$289,900 ","2,230",3,4,https://photos.zillowstatic.com/cc_ft_960/ISzf6nxfe50ofb1000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.784644,-73.862769,Homes,193
"2333 Barcelona Rd,","$178,800 ","1,488",3,1,https://photos.zillowstatic.com/cc_ft_960/ISjrwatnwzzr8k1000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.811819,-73.894267,Homes,194
"1414 Regent St,","$239,900 ","1,646",3,2,https://photos.zillowstatic.com/cc_ft_960/ISv4vf67vey35v0000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.813985,-73.897627,Homes,195
"2201 Rosendale Rd,","$485,000 ","3,732",6,6,https://photos.zillowstatic.com/cc_ft_960/ISvwkmi6s8z87a1000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.798204,-73.879869,Homes,196
"853 Barton Pl,","$239,900 ","1,350",3,2,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/311/genMid.202031311_0.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.778327,-73.84819,Homes,197
"2223 Barcelona Rd,","$199,000 ","1,509",3,2,https://photos.zillowstatic.com/cc_ft_960/ISbdkd5wvr648d0000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.811757,-73.896171,Homes,198
"1019 Hickory Rd,","$321,000 ","3,000",5,4,https://photos.zillowstatic.com/cc_ft_960/ISrtre5xzcsiej1000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.793895,-73.878018,Homes,199
"2333 Barcelona Rd,","$178,800 ","1,488",3,1,https://photos.zillowstatic.com/cc_ft_960/ISjrwatnwzzr8k1000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.811819,-73.894267,Homes,200
"934 Mohegan Rd,","$159,000 ","1,015",3,1,https://photos.zillowstatic.com/cc_ft_960/ISzb7tjo60q27c1000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.79114,-73.874725,Homes,201
"1457 Baker Ave,","$247,000 ","1,860",5,2,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/712/genMid.202026712_B.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.815701,-73.902583,Homes,202
"2226 Budd Ter,","$314,900 ","2,507",4,3,https://photos.zillowstatic.com/cc_ft_960/ISbhvk9yruilhg0000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.802902,-73.873928,Homes,203
"895 Stark Ave,","$209,000 ","1,448",3,2,https://photos.zillowstatic.com/cc_ft_960/ISnet24apqml960000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.797998,-73.894843,Homes,204
"11 Cheshire Pl,","$239,900 ","1,770",4,3,https://photos.zillowstatic.com/cc_ft_960/ISfw9hlfuwqjiu0000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.779032,-73.872048,Homes,205
"2075 Baker Ave,","$242,900 ","2,019",3,2,https://photos.zillowstatic.com/cc_ft_960/ISrd700eeew6gd1000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.822282,-73.893191,Homes,206
"872 Saint Davids Ln,","$199,900 ","1,714",3,2,https://photos.zillowstatic.com/cc_ft_960/ISj3mu63giz9pq1000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.788631,-73.880378,Homes,207
"1460 Regent St,","$199,900 ","1,644",3,2,https://photos.zillowstatic.com/cc_ft_960/IS72pao6jf15d10000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.814864,-73.897346,Homes,209
"2884 Troy Schenectady Rd,","$239,000 ","1,771",4,2,https://photos.zillowstatic.com/cc_ft_960/ISjbgbil92vo9u1000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.778055,-73.841539,Homes,210
"1035 Atateka Rd,","$298,500 ","1,566",3,2,https://photos.zillowstatic.com/cc_ft_960/ISjjm15wjqxk4l0000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.795387,-73.880834,Homes,211
"62 Lori Dr,","$309,900 ","1,648",3,3,https://photos.zillowstatic.com/cc_ft_960/IS3fk8onheyjlu0000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.774422,-73.842288,Homes,212
"1110 N Country Club Dr,","$279,000 ","1,710",3,2,https://photos.zillowstatic.com/cc_ft_960/ISv8ehzmsf1dr31000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.799273,-73.888748,Homes,213
"10 Reilly Way,","$314,900 ","1,776",3,2,https://photos.zillowstatic.com/cc_ft_960/ISzvu8nm2kzzc90000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.838087,-73.892823,Homes,214
"7 Oaktree Ln,","$318,000 ","1,872",3,3,https://photos.zillowstatic.com/cc_ft_960/ISf8fdz73j3xyt0000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.771069,-73.836959,Homes,215
"1422 Valencia Rd,","$294,900 ","1,958",3,3,https://photos.zillowstatic.com/cc_ft_960/ISbd8skglntm351000000000.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.814159,-73.896292,Homes,216
"1530 Myron St,","$174,500 ","1,395",3,2,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/760/genMid.202019760_2.jpg,Niskayuna,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.817621,-73.89773,Homes,217
"1609 Bernice St,","$178,000 ","1,404",3,1,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1609+Bernice+St%2C+Schenectady%2C+NY+12303&size=665x441&source=outdoor&client=gme-redfin&signature=TqSFhoazmH-Gj9KkNPAtP81E_us=,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.786473,-73.940762,Homes,218
"1065 Roberta Rd,","$160,000 ","1,278",3,1,https://photos.zillowstatic.com/cc_ft_960/IS3r167aumw6ln0000000000.jpg,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.775406,-73.93658,Homes,219
"104 Palmer St,","$214,900 ","1,398",4,2,https://photos.zillowstatic.com/cc_ft_960/ISzzl8o1ac2nqc0000000000.jpg,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.770864,-73.918023,Homes,220
"1017 Getz Ave,","$185,000 ","2,027",4,2,https://photos.zillowstatic.com/cc_ft_960/IS725n0hisw95y0000000000.jpg,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.774389,-73.938437,Homes,221
"31 Christina Dr,","$275,000 ","1,702",4,2,https://photos.zillowstatic.com/cc_ft_960/ISrtn36bh06o7w1000000000.jpg,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.74701,-73.948362,Homes,222
"3553 E Lydius St,","$269,777 ","2,275",4,2,https://photos.zillowstatic.com/cc_ft_960/IS76w6pjvjuygl1000000000.jpg,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.730543,-73.9017,Homes,223
"513 Acre Dr,","$244,900 ","1,900",3,3,https://photos.zillowstatic.com/cc_ft_960/IS768oyn2ggu4c0000000000.jpg,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.719942,-73.923358,Homes,224
"247 Pinewood Dr,","$299,990 ","1,946",3,3,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/749/genMid.202030749_0.jpg,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.722531,-73.945411,Homes,225
"1741 Fiero Ave,","$189,900 ","1,429",3,2,https://photos.zillowstatic.com/cc_ft_960/IS3nikmr44x4ty0000000000.jpg,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.782349,-73.947961,Homes,226
"1909 Greenpoint Ave,","$219,000 ","1,866",3,2,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/393/genMid.202027393_2.jpg,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.777923,-73.950055,Homes,227
"6009 Garden View Dr,","$365,000 ","2,351",4,3,https://photos.zillowstatic.com/cc_ft_960/ISjnl35ike140g1000000000.jpg,Schenectady,NY,12303,"30,439",42,"$68,054 ",11.80%,90,-0.17%,"3,848",37,"13,388","8,604",42.724534,-73.938964,Homes,228
"3055 Mcdonald Ave,","$94,900 ",768,3,1,https://photos.zillowstatic.com/cc_ft_960/ISzbz65s707q300000000000.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.771176,-73.912233,Homes,229
"112 Nutwood Ave,","$179,900 ",912,3,1,https://photos.zillowstatic.com/cc_ft_960/ISnioxj83l79j70000000000.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.762815,-73.890418,Homes,230
"312 Kings Rd,","$164,900 ","1,599",3,2,https://photos.zillowstatic.com/cc_ft_960/ISfcm98fwyq1ov0000000000.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.776931,-73.910646,Homes,231
"19 Cromer Ave,","$129,900 ",747,3,2,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/299/genMid.201511299_0.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.782828,-73.904102,Homes,232
"38 Spruce St,","$119,900 ","1,890",3,1,https://photos.zillowstatic.com/cc_ft_960/ISfwph8yxq9a4b0000000000.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.793092,-73.916188,Homes,233
"302 Division St,","$17,600 ","1,322",3,1,https://photos.zillowstatic.com/cc_ft_960/ISfkgy1tk0g5ir0000000000.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.801162,-73.918914,Homes,235
"312 Kings Rd,","$164,900 ","1,599",3,2,https://photos.zillowstatic.com/cc_ft_960/ISfcm98fwyq1ov0000000000.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.776931,-73.910646,Homes,236
"112 Nutwood Ave,","$179,900 ",912,3,1,https://photos.zillowstatic.com/cc_ft_960/ISnioxj83l79j70000000000.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.762815,-73.890418,Homes,237
"511 Chadwick Rd,","$194,500 ","2,056",4,2,https://photos.zillowstatic.com/cc_ft_960/ISfcyi3bx4inua1000000000.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.768399,-73.907812,Homes,238
"2923 Albany St,","$154,900 ","1,281",3,2,https://photos.zillowstatic.com/cc_ft_960/IS33f0xwfug60q1000000000.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.778579,-73.905146,Homes,239
"46 Shepard Ave,","$170,000 ","1,366",4,1,https://photos.zillowstatic.com/cc_ft_960/ISvsl8h3cytimg0000000000.jpg,Schenectady,NY,12304,"21,295",40,"$51,285 ",13.20%,127,-0.24%,"2,218",37,"9,500","4,917",42.764055,-73.882455,Homes,240
"3 Monroe St,","$52,900 ",830,3,1,https://photos.zillowstatic.com/cc_ft_960/IS7anecxa3dzh30000000000.jpg,Schenectady,NY,12305,"6,266",37,"$30,547 ",13.40%,254,0.29%,696,37,"3,513",382,42.820624,-73.939238,Homes,241
"17 N Ferry St,","$198,000 ","1,654",3,2,https://photos.zillowstatic.com/cc_ft_960/ISvouowz0nuqag0000000000.jpg,Schenectady,NY,12305,"6,266",37,"$30,547 ",13.40%,254,0.29%,696,37,"3,513",382,42.817262,-73.945903,Homes,242
"31 Puritan Dr,","$219,900 ","1,764",3,2,https://photos.zillowstatic.com/cc_ft_960/ISzfysc9lz9ibg1000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.77662,-73.963137,Homes,243
"2175 Guilderland Ave,","$10,000 ","1,096",3,2,https://photos.zillowstatic.com/cc_ft_960/ISfseu3tqrwenk0000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.793714,-73.965011,Homes,244
"1069 Beverly St,","$84,000 ","1,489",2,1,https://photos.zillowstatic.com/cc_ft_960/ISvs1d77p9sfuv0000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.7819,-73.966603,Homes,245
"2191 Giffords Church Rd,","$229,900 ","1,708",3,2,https://photos.zillowstatic.com/cc_ft_960/IS3bptgaa9rvd50000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.75125,-74.020262,Homes,246
"341 Perry St,","$129,900 ","1,184",3,1,https://photos.zillowstatic.com/cc_ft_960/ISn67ofplq5ua91000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.797629,-73.972348,Homes,247
"598 Duanesburg Rd,","$289,999 ","1,700",4,2,https://photos.zillowstatic.com/cc_ft_960/ISz7gdu71sp37v1000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.787967,-74.003787,Homes,248
"227 Phillips Rd,","$369,700 ","2,790",5,4,https://photos.zillowstatic.com/cc_ft_960/ISrldu1z1rwh400000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.803865,-74.001999,Homes,249
"54 S Westcott Rd,","$285,000 ","2,240",5,2,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/623/genMid.202027623_8.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.76734,-73.98846,Homes,250
"1705 Campbell Ave,","$129,500 ","1,128",3,1,https://photos.zillowstatic.com/cc_ft_960/ISfgxkfqosffyf0000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.801108,-73.961661,Homes,251
"9 Glen Ct,","$299,900 ","1,800",4,2,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/634/genMid.202027634_1.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.790188,-74.005431,Homes,252
"51 Merritt Dr,","$299,900 ","2,800",4,3,https://photos.zillowstatic.com/cc_ft_960/ISrxqwd0kb90ep1000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.773135,-73.965661,Homes,253
"1848 Jerome Ave,","$129,900 ","1,555",4,2,https://photos.zillowstatic.com/cc_ft_960/ISjfv9qny3fu890000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.794062,-73.959552,Homes,254
"417 2nd St,","$55,000 ","1,728",3,2,https://photos.zillowstatic.com/cc_ft_960/ISr1y010nvl1ya0000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.800514,-73.960977,Homes,255
"828 Draper Ave,","$129,900 ","1,594",4,2,https://photos.zillowstatic.com/cc_ft_960/ISrxe3neioa9rn1000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.790043,-73.972055,Homes,256
"3287 Taylor St,","$110,000 ",800,2,1,https://photos.zillowstatic.com/cc_ft_960/ISbxfjemg3pdl60000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.789035,-73.989195,Homes,258
"341 Perry St,","$129,900 ","1,184",3,1,https://photos.zillowstatic.com/cc_ft_960/ISn67ofplq5ua91000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.797629,-73.972348,Homes,259
"2191 Giffords Church Rd,","$229,900 ","1,708",3,2,https://photos.zillowstatic.com/cc_ft_960/IS3bptgaa9rvd50000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.75125,-74.020262,Homes,260
"504 Steeple Way,","$344,900 ","3,000",4,3,https://photos.zillowstatic.com/cc_ft_960/ISf8j0k6bksi741000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.758109,-73.965384,Homes,261
"102 Lake Dr,","$199,000 ","1,000",3,1,https://photos.zillowstatic.com/cc_ft_960/IS725jdwz0xeup0000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.760059,-73.961947,Homes,262
"3017 Edgewood Ave,","$129,900 ","1,869",3,2,https://photos.zillowstatic.com/cc_ft_960/ISj3adlxj6xkml1000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.79208,-73.977675,Homes,263
"922 Shardon Ct,","$499,000 ","3,100",4,3,https://photos.zillowstatic.com/cc_ft_960/IS76sfpqesls4n0000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.769665,-74.013446,Homes,264
"51 Merritt Dr,","$299,900 ","2,800",4,3,https://photos.zillowstatic.com/cc_ft_960/ISrxqwd0kb90ep1000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.773135,-73.965661,Homes,265
"2255 Campbell Ave,","$249,000 ","3,500",5,2,https://photos.zillowstatic.com/cc_ft_960/IS7qja32xboyrs0000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.800499,-73.970051,Homes,266
"4632 Mariaville Rd,","$350,000 ","2,704",4,2,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/235/genMid.202029235_0.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.821994,-74.065325,Homes,267
"686 Palm Ave,","$139,900 ","1,728",4,1,https://photos.zillowstatic.com/cc_ft_960/ISv0su0h7h9u390000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.780235,-73.972802,Homes,268
"196 Old Crawford Rd,","$265,900 ","2,317",4,3,https://photos.zillowstatic.com/cc_ft_960/IS3v04ct49g42g0000000000.jpg,Schenectady,NY,12306,"26,351",44,"$68,566 ",12.30%,108,0.10%,"3,549",37,"12,267","7,796",42.852798,-74.026351,Homes,269
"459 Alexander St,","$124,900 ","1,724",4,2,https://photos.zillowstatic.com/cc_ft_960/IS3n2gc08a2wa31000000000.jpg,Schenectady,NY,12308,"15,764",32,"$52,289 ",13.90%,151,0.02%,"1,838",37,"6,786","2,418",42.832085,-73.922047,Homes,270
"1083 Parkwood Blvd,","$169,900 ","1,754",3,2,https://photos.zillowstatic.com/cc_ft_960/ISv828oa0nha2w0000000000.jpg,Schenectady,NY,12308,"15,764",32,"$52,289 ",13.90%,151,100.02%,"1,838",37,"6,786","2,418",42.812351,-73.91788,Homes,271
"839 Bedford Rd,","$199,500 ","1,988",4,2,https://photos.zillowstatic.com/cc_ft_960/ISjzq36vria8ge0000000000.jpg,Schenectady,NY,12308,"15,764",32,"$52,289 ",13.90%,151,100.02%,"1,838",37,"6,786","2,418",42.809283,-73.920194,Homes,272
"1196 Wendell Ave,","$244,900 ","2,938",5,3,https://photos.zillowstatic.com/cc_ft_960/IS3bpptl84ds7a1000000000.jpg,Schenectady,NY,12308,"15,764",32,"$52,289 ",13.90%,151,100.02%,"1,838",37,"6,786","2,418",42.815829,-73.921582,Homes,273
"714 Hattie St,","$90,000 ","1,442",4,1,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/385/genMid.201710385_5.jpg,Schenectady,NY,12308,"15,764",32,"$52,289 ",13.90%,151,100.02%,"1,838",37,"6,786","2,418",42.820412,-73.925839,Homes,274
"1610 Avenue B,","$60,000 ","1,356",3,2,https://photos.zillowstatic.com/cc_ft_960/ISn2cxqqwfl1oo1000000000.jpg,Schenectady,NY,12308,"15,764",32,"$52,289 ",13.90%,151,100.02%,"1,838",37,"6,786","2,418",42.821141,-73.922831,Homes,275
"1196 Wendell Ave,","$244,900 ","2,938",5,3,https://photos.zillowstatic.com/cc_ft_960/IS3bpptl84ds7a1000000000.jpg,Schenectady,NY,12308,"15,764",32,"$52,289 ",13.90%,151,100.02%,"1,838",37,"6,786","2,418",42.815829,-73.921582,Homes,277
"505 Bedford Rd,","$109,900 ","2,268",4,2,https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/287/genMid.202025287_7.jpg,Schenectady,NY,12308,"15,764",32,"$52,289 ",13.90%,151,100.02%,"1,838",37,"6,786","2,418",42.806493,-73.922069,Homes,278
"9 Morris Ave,","$199,000 ","2,276",4,3,https://photos.zillowstatic.com/cc_ft_960/IS3zj5xy84rguw0000000000.jpg,Schenectady,NY,12308,"15,764",32,"$52,289 ",13.90%,151,100.02%,"1,838",37,"6,786","2,418",42.810645,-73.923381,Homes,279
"1259 Garner Ave,","$168,000 ","1,514",3,2,https://photos.zillowstatic.com/cc_ft_960/ISjzeit1wyqe851000000000.jpg,Schenectady,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.812185,-73.904707,Homes,280
"1279 Garner Ave,","$187,500 ","1,857",3,2,https://photos.zillowstatic.com/cc_ft_960/ISvkjlzl36x9bt1000000000.jpg,Schenectady,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.81288,-73.904485,Homes,281
"1160 Mcclellan St,","$149,900 ","1,350",3,2,https://photos.zillowstatic.com/cc_ft_960/ISn2cpkog2gy3g1000000000.jpg,Schenectady,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.810811,-73.909363,Homes,282
"3 Michelle Ln,","$239,900 ","1,592",4,2,https://photos.zillowstatic.com/cc_ft_960/ISzvy3e7m0og621000000000.jpg,Schenectady,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.763293,-73.852366,Homes,283
"9 Concord Dr,","$314,900 ","1,825",4,2,https://photos.zillowstatic.com/cc_ft_960/ISbdcz0l6aanhi1000000000.jpg,Schenectady,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.768201,-73.847219,Homes,284
"2220 Central Pkwy,","$215,000 ","1,936",3,2,https://photos.zillowstatic.com/cc_ft_960/ISfglnlfazkcrn0000000000.jpg,Schenectady,NY,12309,"29,057",46,"$105,144 ",10.40%,78,-0.17%,"5,636",37,"12,562","9,299",42.79999,-73.902122,Homes,285
"193 Main St,","$350,000 ","3,775",7,3,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/845/genMid.170333845_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.274827,-72.944418,Homes,286
"13 Myrtle St,","$349,900 ","2,170",5,4,https://photos.zillowstatic.com/cc_ft_960/ISn6j5hjnf6snc1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.287616,-72.949778,Homes,287
